region,filename,highway,bicycle,cycleway,lanes,maxspeed,oneway,label
portland,w124269467_n1383555665.jpg,primary,designated,,,45 mph,yes,1
portland,w203665539_n2136677544.jpg,primary,yes,,,40 mph,yes,1
portland,w5540650_n40746266.jpg,secondary,designated,lane,1,35 mph,yes,1
portland,w11754440_n1769431280.jpg,secondary,designated,,,,,1
portland,w398631806_n4006314801.jpg,secondary,designated,,3,30 mph,yes,1
portland,w418653036_n40452806.jpg,secondary,designated,lane,4,30 mph,yes,1
portland,w129174925_n40571688.jpg,tertiary,designated,,2,30 mph,,1
portland,w190659352_n2012936539.jpg,primary,designated,lane,5,30 mph,,1
portland,w595710765_n5246345394.jpg,secondary,designated,,,35 mph,,1
portland,w418653856_n5246419586.jpg,primary,yes,,,35 mph,,1
portland,w461301396_n4907840906.jpg,secondary,designated,lane,2,30 mph,yes,1
portland,w604019512_n5732318808.jpg,primary,yes,,2,35 mph,yes,1
portland,w197577003_n40546329.jpg,secondary,designated,lane,4,45 mph,,1
portland,w318681986_n3250543332.jpg,secondary,,,,,,0
portland,w392452902_n5076385549.jpg,secondary,,,4,25 mph,,0
portland,w392412515_n3411122131.jpg,tertiary,,,,25 mph,,0
portland,w395476789_n176466631.jpg,primary,,,5,35 mph,yes,0
portland,w418553991_n1369579208.jpg,primary,yes,,7,35 mph,,1
portland,w585792838_n40639211.jpg,secondary,,,4,30 mph,,0
portland,w398847730_n176473098.jpg,tertiary,designated,,3,25 mph,no,1
portland,w53062845_n1386993938.jpg,tertiary,designated,,2,,yes,1
portland,w84831963_n3962633261.jpg,secondary,,,1,30 mph,yes,0
portland,w190499646_n2011391573.jpg,secondary,designated,,,40 mph,,1
portland,w30369684_n40570748.jpg,tertiary,designated,,,25 mph,,1
portland,w6453040_n5599258142.jpg,tertiary,,,3,30 mph,yes,0
portland,w54362073_n685067263.jpg,motorway,,,2,40 mph,yes,0
portland,w11829277_n1285248325.jpg,tertiary,designated,,3,25 mph,yes,1
portland,w108153389_n4408599134.jpg,secondary,designated,shared_lane,4,30 mph,no,1
portland,w531367650_n5158201169.jpg,primary,,,5,35 mph,no,0
portland,w97129773_n30230270.jpg,motorway,no,,3,60 mph,yes,0
portland,w504827323_n176450427.jpg,tertiary,designated,,5,30 mph,,1
portland,w418688079_n4190369968.jpg,secondary,designated,lane,3,25 mph,yes,1
portland,w418645924_n1421585530.jpg,primary,yes,,5,35 mph,,1
portland,w323046623_n105012751.jpg,secondary,designated,,,,,1
portland,w486837832_n40435840.jpg,secondary,yes,,,25 mph,,1
portland,w511582950_n4207417614.jpg,tertiary,designated,shared_lane,,30 mph,,1
portland,w24269415_n40573559.jpg,tertiary,,,,,,0
portland,w384670630_n3760678703.jpg,tertiary,,,3,25 mph,,0
portland,w213928770_n60163284.jpg,motorway,,,4,40 mph,yes,0
portland,w418663900_n1376894693.jpg,primary,,,3,35 mph,yes,0
portland,w601932335_n2899658240.jpg,secondary,,lane,2,30 mph,yes,1
portland,w6449961_n60410554.jpg,tertiary,,,2,30 mph,,0
portland,w43176776_n176466809.jpg,primary,,,3,35 mph,-1,0
portland,w103693713_n1385244084.jpg,secondary,designated,,,35 mph,,1
portland,w267360037_n2173929044.jpg,tertiary,,,,25 mph,,0
portland,w189315717_n2462181660.jpg,tertiary,designated,,2,20 mph,,1
portland,w129289847_n1830188342.jpg,tertiary,designated,shared_lane,2,20 mph,,1
portland,w124466376_n2134119680.jpg,primary,designated,lane,2,35 mph,,1
portland,w4842987_n2869572896.jpg,tertiary,designated,,2,20 mph,,1
portland,w418712687_n1387986845.jpg,secondary,designated,,1,30 mph,yes,1
portland,w462696716_n5321535809.jpg,tertiary,designated,,2,30 mph,yes,1
portland,w118975986_n2051966622.jpg,tertiary,,,2,,,0
portland,w400525831_n276837130.jpg,tertiary,,,4,,,0
portland,w428247253_n4273759206.jpg,primary,,,5,30 mph,,0
portland,w306258893_n30230292.jpg,motorway,no,,3,60 mph,yes,0
portland,w219867384_n1598667850.jpg,tertiary,,,,,,0
portland,w327102087_n666447005.jpg,secondary,designated,lane,3,35 mph,,1
portland,w5518185_n1946810083.jpg,secondary,designated,,2,30 mph,yes,1
portland,w189752426_n1490941572.jpg,tertiary,,,,25 mph,,0
portland,w537696703_n5321383397.jpg,secondary,designated,shared_lane,2,30 mph,yes,1
portland,w124464936_n1385376796.jpg,tertiary,designated,,,20 mph,,1
portland,w11826525_n104801683.jpg,secondary,,lane,,,,1
portland,w191677037_n1323178280.jpg,primary,designated,lane,2,35 mph,yes,1
portland,w306194398_n4030475999.jpg,motorway,,,6,60 mph,yes,0
portland,w11729110_n104940805.jpg,tertiary,,,,,yes,0
portland,w54964353_n1356087451.jpg,secondary,,,,,,0
portland,w133428864_n40421795.jpg,primary,designated,lane,2,35 mph,,1
portland,w238128343_n1433160774.jpg,primary,designated,lane,3,40 mph,,1
portland,w124441895_n1733457493.jpg,motorway,no,,3,50 mph,yes,0
portland,w30474372_n1383920945.jpg,motorway,no,,2,50 mph,yes,0
portland,w332494491_n3396387248.jpg,tertiary,,,,,,0
portland,w550018168_n5312910407.jpg,primary,,,5,,no,0
portland,w486023144_n53029362.jpg,tertiary,,,3,30 mph,,0
portland,w142968339_n40550627.jpg,secondary,designated,lane,2,30 mph,,1
portland,w189582854_n1641012925.jpg,tertiary,designated,,2,25 mph,,1
portland,w397727259_n5053569891.jpg,secondary,designated,,2,40 mph,yes,1
portland,w5526628_n1401696132.jpg,tertiary,yes,,2,25 mph,,1
portland,w28740128_n5429351352.jpg,secondary,,,,,,0
portland,w117315145_n1396610626.jpg,secondary,designated,lane,5,30 mph,,1
portland,w344435163_n106044431.jpg,tertiary,designated,,2,25 mph,,1
portland,w39276969_n53245507.jpg,secondary,,,2,30 mph,,0
portland,w428097447_n4831240614.jpg,secondary,designated,lane,2,30 mph,yes,1
portland,w601354434_n40739637.jpg,tertiary,,,2,20 mph,,0
portland,w157184877_n5439753244.jpg,primary,,,6,,no,0
portland,w118651218_n1705294198.jpg,tertiary,designated,lane,,25 mph,,1
portland,w41887960_n518258680.jpg,motorway,no,,3,60 mph,yes,0
portland,w166264761_n1564455086.jpg,secondary,yes,,2,30 mph,yes,1
portland,w428087144_n2513576447.jpg,primary,designated,shared_lane,4,30 mph,yes,1
portland,w123889283_n5632336506.jpg,motorway,no,,4,60 mph,yes,0
portland,w428091104_n53226980.jpg,secondary,designated,lane,3,30 mph,,1
portland,w42057964_n1308264713.jpg,primary,yes,,2,35 mph,,1
portland,w465797218_n5321305029.jpg,secondary,,,3,30 mph,yes,0
portland,w376319165_n688524876.jpg,primary,,,,,yes,0
portland,w8026704_n59999628.jpg,secondary,,,2,30 mph,yes,0
portland,w23514646_n5662671012.jpg,secondary,designated,,3,30 mph,yes,1
portland,w4810360_n30003740.jpg,motorway,no,,4,60 mph,yes,0
portland,w428243939_n5321178340.jpg,primary,designated,,4,30 mph,yes,1
portland,w428028570_n2554714523.jpg,secondary,,,,,,0
portland,w392860162_n4589857076.jpg,primary,,,7,30 mph,,0
portland,w6486169_n3998550698.jpg,tertiary,,,2,30 mph,,0
portland,w208898971_n104378524.jpg,secondary,,lane,1,,yes,1
portland,w106204148_n176466827.jpg,primary,,,3,35 mph,-1,0
portland,w372890112_n1386993840.jpg,tertiary,designated,,2,,yes,1
portland,w322189643_n3897683364.jpg,secondary,designated,,,25 mph,,1
portland,w52094539_n4448541897.jpg,primary,designated,lane,5,45 mph,,1
portland,w389322093_n508037719.jpg,primary,designated,shared_lane,4,30 mph,no,1
portland,w429810312_n4615391510.jpg,motorway,no,,3,55 mph,yes,0
portland,w427901453_n5006088569.jpg,secondary,,,2,35 mph,yes,0
portland,w428098917_n4687231881.jpg,secondary,,,4,30 mph,,0
portland,w327087725_n544299416.jpg,secondary,yes,,3,35 mph,yes,1
portland,w194437344_n1237646116.jpg,tertiary,,,2,30 mph,,0
portland,w347402559_n53216175.jpg,secondary,,,5,,,0
portland,w428098916_n4829741819.jpg,secondary,designated,shared_lane,4,30 mph,,1
portland,w164766563_n40624203.jpg,primary,yes,,,35 mph,,1
portland,w217913350_n2133478750.jpg,tertiary,,,,20 mph,no,0
portland,w398631811_n176429490.jpg,secondary,designated,,5,35 mph,,1
portland,w460419022_n4560893223.jpg,secondary,designated,lane,2,30 mph,,1
portland,w532635181_n176414743.jpg,tertiary,designated,lane,2,30 mph,no,1
portland,w318154094_n40740058.jpg,tertiary,designated,lane,,35 mph,,1
portland,w282172530_n1382030306.jpg,secondary,,,1,30 mph,yes,0
portland,w292849479_n5320857563.jpg,motorway,,,2,55 mph,yes,0
portland,w316634378_n105994121.jpg,primary,,,,25 mph,,0
portland,w30409517_n40447756.jpg,primary,,lane,2,45 mph,,1
portland,w332322197_n3394394687.jpg,secondary,designated,lane,4,35 mph,,1
portland,w123689396_n1744678684.jpg,motorway,no,,2,50 mph,yes,0
portland,w511372618_n5002329359.jpg,primary,designated,,3,25 mph,no,1
portland,w5535507_n1318484951.jpg,tertiary,designated,lane,,30 mph,yes,1
portland,w584523518_n5587455309.jpg,secondary,designated,lane,3,45 mph,,1
portland,w170778344_n476221391.jpg,primary,,,3,40 mph,yes,0
portland,w203307796_n2132970447.jpg,primary,yes,,,40 mph,,1
portland,w428246437_n4273751353.jpg,secondary,yes,,3,30 mph,,1
portland,w428093502_n4491511947.jpg,secondary,designated,shared_lane,2,30 mph,yes,1
portland,w317234681_n4577926300.jpg,tertiary,designated,,2,25 mph,,1
portland,w333212250_n53142136.jpg,tertiary,,,3,30 mph,yes,0
portland,w585785424_n1256278366.jpg,tertiary,designated,lane,1,35 mph,yes,1
portland,w124271570_n40730081.jpg,primary,designated,lane,,40 mph,,1
portland,w34417809_n544206413.jpg,tertiary,designated,,2,25 mph,,1
portland,w397727260_n176534178.jpg,secondary,designated,,3,40 mph,yes,1
portland,w428013856_n5422683769.jpg,primary,designated,shared_lane,5,30 mph,,1
portland,w4748963_n30230265.jpg,motorway,no,,3,60 mph,yes,0
portland,w418577865_n3442392457.jpg,primary,designated,lane,4,40 mph,,1
portland,w52012529_n40567023.jpg,tertiary,designated,lane,,35 mph,,1
portland,w117045387_n40561063.jpg,secondary,,,2,30 mph,,0
portland,w6350760_n343601603.jpg,tertiary,,,,,,0
portland,w107912123_n40731318.jpg,secondary,designated,,,45 mph,,1
portland,w17024458_n176530438.jpg,tertiary,designated,shared_lane,2,25 mph,,1
portland,w197576992_n40543461.jpg,secondary,designated,lane,4,35 mph,,1
portland,w625179904_n5312909788.jpg,tertiary,,,2,25 mph,,0
portland,w428084292_n1923228486.jpg,primary,,,7,30 mph,no,0
portland,w335806901_n3429239058.jpg,motorway,no,,2,55 mph,yes,0
portland,w402322275_n40438353.jpg,tertiary,designated,,2,20 mph,,1
portland,w117147564_n40655018.jpg,tertiary,designated,,,25 mph,,1
portland,w118357151_n5172401698.jpg,primary,,,5,35 mph,yes,0
portland,w457542615_n5766819986.jpg,tertiary,,,2,30 mph,,0
portland,w333342374_n1696358822.jpg,secondary,,,,,,0
portland,w54338610_n5171316619.jpg,tertiary,designated,shared_lane,2,,yes,1
portland,w428250390_n53194105.jpg,primary,designated,lane,,30 mph,,1
portland,w459088299_n4340443609.jpg,secondary,,,4,30 mph,,0
portland,w64764842_n104801826.jpg,secondary,designated,,3,25 mph,no,1
portland,w400523650_n544362471.jpg,secondary,,,3,30 mph,no,0
portland,w123532293_n1377255015.jpg,tertiary,designated,,,,yes,1
portland,w395201960_n5182731624.jpg,primary,,,2,35 mph,yes,0
portland,w332964062_n5440042662.jpg,secondary,designated,lane,4,30 mph,,1
portland,w8165829_n313415956.jpg,primary,,,,,yes,0
portland,w428093503_n4272355596.jpg,primary,,,3,30 mph,yes,0
portland,w605414541_n2418498375.jpg,secondary,yes,,,40 mph,,1
portland,w8045491_n1801021532.jpg,primary,,,5,25 mph,,0
portland,w5534034_n2002108562.jpg,primary,designated,,1,,yes,1
portland,w118880262_n830788607.jpg,primary,designated,lane,2,30 mph,yes,1
portland,w424648329_n1341918271.jpg,primary,yes,,2,35 mph,yes,1
portland,w54338614_n684907628.jpg,secondary,designated,shared_lane,,,yes,1
portland,w465973025_n53124816.jpg,secondary,yes,no,3,30 mph,,1
portland,w31867395_n30888394.jpg,motorway,,,2,50 mph,yes,0
portland,w153506714_n1661751116.jpg,tertiary,,,,,,0
portland,w5519331_n40490971.jpg,tertiary,designated,lane,,35 mph,,1
portland,w568586003_n1806705671.jpg,secondary,,,3,30 mph,,0
portland,w193417031_n40456289.jpg,tertiary,designated,,2,25 mph,,1
portland,w31648969_n2133019878.jpg,tertiary,yes,,,35 mph,,1
portland,w532909980_n302218815.jpg,primary,,,6,30 mph,,0
portland,w121593802_n5312910774.jpg,motorway,,,2,40 mph,yes,0
portland,w397382306_n176423134.jpg,primary,,,2,40 mph,yes,0
portland,w428091416_n3221136970.jpg,secondary,designated,lane,3,30 mph,,1
portland,w576981388_n53197114.jpg,secondary,,,5,30 mph,,0
portland,w94836278_n40711346.jpg,secondary,,,,,,0
portland,w30909152_n1837954198.jpg,tertiary,,,,,,0
portland,w326974917_n3672694395.jpg,secondary,,,7,45 mph,-1,0
portland,w189618260_n40456636.jpg,primary,designated,,2,25 mph,,1
portland,w5526647_n1576201657.jpg,secondary,yes,,,35 mph,,1
portland,w30287971_n40761187.jpg,secondary,designated,,4,35 mph,,1
portland,w54226628_n3161817499.jpg,secondary,,,2,,,0
portland,w193816729_n3029610955.jpg,primary,designated,,4,35 mph,,1
portland,w601932312_n5198897420.jpg,secondary,designated,,4,30 mph,,1
portland,w585840442_n2002107810.jpg,tertiary,,,2,,yes,0
portland,w33854872_n1385439459.jpg,tertiary,,,,,yes,0
portland,w194573560_n1496013033.jpg,tertiary,designated,,4,30 mph,,1
portland,w22917666_n2001998349.jpg,tertiary,,,2,30 mph,,0
portland,w347250361_n53042887.jpg,primary,,,4,40 mph,yes,0
portland,w587574493_n40585660.jpg,tertiary,yes,,2,30 mph,,1
portland,w260371962_n53114636.jpg,secondary,designated,shared_lane,2,,,1
portland,w418651092_n1383837694.jpg,primary,designated,lane,4,35 mph,,1
portland,w395201969_n3526771950.jpg,tertiary,yes,lane,1,25 mph,yes,1
portland,w428088888_n4272322316.jpg,secondary,yes,,4,30 mph,,1
portland,w331623993_n4100839872.jpg,primary,designated,shared_lane,5,,no,1
portland,w54862728_n690734777.jpg,tertiary,designated,,,,,1
portland,w205406701_n2153789604.jpg,tertiary,,,,25 mph,,0
portland,w452786117_n29972832.jpg,tertiary,designated,shared_lane,2,20 mph,,1
portland,w436480245_n3669099186.jpg,tertiary,designated,lane,3,30 mph,,1
portland,w193405069_n2039140125.jpg,tertiary,designated,,,35 mph,,1
portland,w189315719_n947850541.jpg,tertiary,designated,,2,20 mph,,1
portland,w5538948_n40725715.jpg,tertiary,designated,,,25 mph,,1
portland,w30474314_n336234120.jpg,motorway,no,,3,55 mph,yes,0
portland,w79879331_n1484269465.jpg,tertiary,designated,,,20 mph,yes,1
portland,w418552578_n4189380015.jpg,primary,yes,,3,35 mph,yes,1
portland,w397727281_n3670964594.jpg,tertiary,designated,,2,35 mph,yes,1
portland,w625486453_n2173707939.jpg,secondary,,,4,35 mph,,0
portland,w595610367_n2017395014.jpg,primary,yes,,,,yes,1
portland,w323751609_n686448731.jpg,secondary,,,3,35 mph,no,0
portland,w202355589_n1392732865.jpg,secondary,designated,,3,35 mph,,1
portland,w428306604_n4274254408.jpg,secondary,designated,lane,3,30 mph,,1
portland,w353690153_n4560893218.jpg,secondary,designated,shared_lane,2,30 mph,,1
portland,w604404203_n4581788983.jpg,primary,designated,lane,4,30 mph,,1
portland,w353963814_n2173732917.jpg,secondary,,,,,no,0
portland,w54358144_n684995931.jpg,secondary,,,2,,yes,0
portland,w30291317_n1368409733.jpg,tertiary,designated,,,,yes,1
portland,w14212662_n2475805943.jpg,primary,,,4,30 mph,,0
portland,w240852322_n439912343.jpg,tertiary,,,3,30 mph,yes,0
portland,w429374328_n5228999135.jpg,tertiary,,,2,,,0
portland,w418882329_n4452637382.jpg,primary,yes,,5,40 mph,,1
portland,w122480387_n40553430.jpg,secondary,designated,lane,2,30 mph,yes,1
portland,w263722467_n5757313496.jpg,tertiary,designated,lane,,,,1
portland,w189318606_n1730886822.jpg,tertiary,designated,shared_lane,,,,1
portland,w144316493_n4908169575.jpg,primary,yes,,,30 mph,yes,1
portland,w462622070_n4579992994.jpg,secondary,,,3,35 mph,no,0
portland,w614988259_n5816395632.jpg,primary,designated,lane,2,35 mph,yes,1
portland,w418824596_n40639763.jpg,primary,designated,,4,40 mph,,1
portland,w428314467_n4560969260.jpg,secondary,designated,shared_lane,5,30 mph,,1
portland,w430886948_n1598637386.jpg,primary,designated,lane,2,35 mph,,1
portland,w415161283_n3193359859.jpg,tertiary,designated,shared_lane,4,,,1
portland,w321562423_n6013965967.jpg,tertiary,,,4,30 mph,,0
portland,w175968470_n1496013285.jpg,tertiary,,,,25 mph,,0
portland,w220309827_n40410824.jpg,primary,yes,no,5,35 mph,no,1
portland,w625462654_n104591645.jpg,primary,designated,shared_lane,,25 mph,,1
portland,w161268685_n928653001.jpg,tertiary,yes,,,,,1
portland,w115687569_n40576656.jpg,secondary,designated,,2,30 mph,,1
portland,w5540982_n1433172600.jpg,tertiary,designated,,3,30 mph,,1
portland,w418890401_n1685082114.jpg,secondary,designated,lane,,30 mph,yes,1
portland,w332060280_n4707186027.jpg,tertiary,,,4,20 mph,,0
portland,w332949669_n2524926760.jpg,primary,designated,lane,4,30 mph,,1
portland,w122599084_n1275107341.jpg,tertiary,designated,lane,,25 mph,,1
portland,w621283295_n799291179.jpg,primary,,,2,35 mph,yes,0
portland,w130065893_n1933200046.jpg,secondary,designated,,4,25 mph,,1
portland,w497944708_n504958017.jpg,tertiary,,,,30 mph,,0
portland,w124654761_n40577286.jpg,primary,designated,,,30 mph,,1
portland,w5522779_n40542028.jpg,tertiary,designated,,,30 mph,,1
portland,w150843646_n1386994237.jpg,secondary,designated,lane,,,yes,1
portland,w197438463_n40559860.jpg,primary,designated,lane,2,45 mph,,1
portland,w542826830_n454071668.jpg,primary,designated,lane,3,35 mph,,1
portland,w373533586_n3516746972.jpg,secondary,designated,lane,,,yes,1
portland,w400523682_n176417604.jpg,secondary,,,2,30 mph,yes,0
portland,w188662715_n1464705881.jpg,secondary,designated,,2,35 mph,,1
portland,w586090749_n5600478300.jpg,tertiary,designated,,3,,yes,1
portland,w389138195_n4712469059.jpg,primary,,,6,,no,0
portland,w507866277_n5000839379.jpg,motorway,,,2,40 mph,yes,0
portland,w586090751_n40684534.jpg,tertiary,designated,,3,,yes,1
portland,w327095062_n5531012551.jpg,secondary,designated,lane,4,35 mph,,1
portland,w5521570_n40524865.jpg,tertiary,,,,35 mph,yes,0
portland,w54329576_n684844066.jpg,motorway,no,,1,40 mph,reversible,0
portland,w531835418_n5161995604.jpg,secondary,designated,,2,25 mph,yes,1
portland,w151179236_n40613693.jpg,tertiary,designated,,2,30 mph,,1
portland,w516434539_n1335877894.jpg,secondary,,,,20 mph,yes,0
portland,w57716483_n715558759.jpg,tertiary,designated,,2,20 mph,,1
portland,w141008394_n40453054.jpg,tertiary,,,,,,0
portland,w290227741_n2937845576.jpg,motorway,no,,2,55 mph,yes,0
portland,w125663893_n5040136504.jpg,tertiary,,,,25 mph,,0
portland,w127415117_n1228605731.jpg,tertiary,yes,,4,30 mph,,1
portland,w5519621_n1434750533.jpg,secondary,no,,2,35 mph,yes,0
portland,w521112016_n25765921.jpg,secondary,designated,shared_lane,3,20 mph,no,1
portland,w542826777_n2825601196.jpg,tertiary,designated,shared_lane,1,,yes,1
portland,w5538144_n1527246610.jpg,tertiary,,,,,,0
portland,w158943663_n53129286.jpg,tertiary,,,,30 mph,,0
portland,w404164431_n1384159232.jpg,secondary,,,4,35 mph,,0
portland,w121593801_n271192538.jpg,motorway,no,,2,40 mph,yes,0
portland,w457542634_n771824402.jpg,tertiary,designated,,1,30 mph,yes,1
portland,w171918171_n3193364474.jpg,primary,designated,lane,2,,yes,1
portland,w327087727_n5173940661.jpg,tertiary,,,2,,no,0
portland,w54349946_n684995995.jpg,motorway,,,4,,yes,0
portland,w54350198_n684996280.jpg,motorway,no,,4,,yes,0
portland,w617594898_n5838026283.jpg,tertiary,,,,,yes,0
portland,w256996975_n5440514246.jpg,tertiary,designated,lane,2,30 mph,,1
portland,w621283278_n90341001.jpg,secondary,,lane,2,30 mph,,1
portland,w429549518_n53122136.jpg,secondary,designated,lane,5,30 mph,,1
portland,w498995281_n4903258617.jpg,primary,yes,no,2,35 mph,yes,1
portland,w421774722_n4058772770.jpg,primary,,,2,35 mph,yes,0
portland,w237003736_n4196279344.jpg,secondary,designated,lane,3,30 mph,yes,1
portland,w196802808_n5173864970.jpg,secondary,,,4,35 mph,yes,0
portland,w140082949_n1534827340.jpg,secondary,designated,,2,,yes,1
portland,w394229198_n5443512891.jpg,secondary,,,4,30 mph,,0
portland,w197595336_n40452774.jpg,tertiary,designated,,2,25 mph,,1
portland,w30291308_n4044359590.jpg,tertiary,,,,20 mph,,0
portland,w385650097_n5173954277.jpg,tertiary,,,2,,no,0
portland,w403904817_n4062043849.jpg,tertiary,designated,lane,2,25 mph,,1
portland,w458058811_n53147424.jpg,secondary,,,3,30 mph,yes,0
portland,w519441950_n5320856536.jpg,primary,,,4,,,0
portland,w516434542_n3763195473.jpg,tertiary,,,2,25 mph,yes,0
portland,w428018930_n5429351248.jpg,primary,,,6,35 mph,,0
portland,w337668916_n355037369.jpg,tertiary,,,2,30 mph,,0
portland,w589306339_n2077057540.jpg,primary,designated,lane,3,45 mph,yes,1
portland,w186162535_n4723314710.jpg,tertiary,,,2,25 mph,,0
portland,w265352910_n2249339976.jpg,secondary,yes,,2,30 mph,,1
portland,w5522903_n40543296.jpg,tertiary,designated,,,25 mph,,1
portland,w460419004_n4560893202.jpg,secondary,designated,shared_lane,2,30 mph,,1
portland,w52014656_n3429239208.jpg,motorway,no,,4,60 mph,yes,0
portland,w34417962_n395376021.jpg,tertiary,,,1,25 mph,-1,0
portland,w428021330_n2554688116.jpg,motorway,yes,,3,60 mph,yes,1
portland,w52839980_n425571751.jpg,motorway,,,3,45 mph,yes,0
portland,w105411995_n5171318180.jpg,secondary,,,2,,,0
portland,w5538871_n1368205581.jpg,tertiary,designated,,,20 mph,,1
portland,w203301990_n2111446151.jpg,secondary,designated,lane,,35 mph,,1
portland,w136353307_n1402840771.jpg,secondary,designated,lane,2,30 mph,yes,1
portland,w610838863_n4988792794.jpg,tertiary,designated,,,20 mph,,1
portland,w511174102_n5000839482.jpg,motorway,,,3,40 mph,yes,0
portland,w157273988_n5429873681.jpg,tertiary,,,,,yes,0
portland,w354924494_n3605736604.jpg,secondary,designated,lane,,30 mph,yes,1
portland,w197594330_n2078032831.jpg,tertiary,designated,lane,,35 mph,,1
portland,w294779089_n4218467379.jpg,secondary,,lane,,25 mph,,1
portland,w203391380_n1433010170.jpg,tertiary,designated,lane,,40 mph,,1
portland,w336013942_n53176058.jpg,tertiary,,,2,30 mph,,0
portland,w27855954_n40776575.jpg,motorway,no,,3,55 mph,yes,0
portland,w428002609_n4271571138.jpg,secondary,,,5,35 mph,,0
portland,w418674689_n4190319466.jpg,primary,designated,lane,,40 mph,,1
portland,w106005571_n2126982122.jpg,secondary,designated,,2,30 mph,yes,1
portland,w428218871_n2491497264.jpg,secondary,designated,lane,3,30 mph,,1
portland,w128688840_n40619276.jpg,tertiary,designated,proposed,,35 mph,,1
portland,w151815447_n40473375.jpg,tertiary,designated,,2,25 mph,,1
portland,w129178036_n40576177.jpg,tertiary,designated,,,30 mph,,1
portland,w433199668_n107548964.jpg,tertiary,designated,,,,,1
portland,w27183351_n40679458.jpg,tertiary,designated,lane,,30 mph,,1
portland,w106204118_n5174173588.jpg,primary,,,3,35 mph,yes,0
portland,w5529914_n356079260.jpg,tertiary,designated,,3,,yes,1
portland,w532422434_n5166483094.jpg,secondary,designated,,2,25 mph,no,1
portland,w51758603_n3428134609.jpg,motorway,no,,2,50 mph,yes,0
portland,w586135754_n5079869382.jpg,tertiary,,,2,30 mph,,0
portland,w120899502_n1999217617.jpg,tertiary,,,,30 mph,,0
portland,w5290226_n443188534.jpg,secondary,designated,,2,30 mph,,1
portland,w369623518_n1808034702.jpg,secondary,designated,,5,30 mph,,1
portland,w133432061_n40440339.jpg,tertiary,designated,,2,25 mph,,1
portland,w34089106_n1369494447.jpg,secondary,,,2,35 mph,yes,0
portland,w427901484_n4600246074.jpg,primary,,,7,,no,0
portland,w140082957_n1534827351.jpg,secondary,,,1,,yes,0
portland,w370823238_n3873906270.jpg,primary,permissive,,5,35 mph,no,0
portland,w398631810_n5078353673.jpg,secondary,designated,lane,3,35 mph,yes,1
portland,w338676621_n3733738165.jpg,tertiary,,,1,30 mph,yes,0
portland,w404164428_n1384159233.jpg,secondary,,,4,35 mph,,0
portland,w326979169_n5172445087.jpg,secondary,designated,lane,2,45 mph,yes,1
portland,w625220739_n1364261905.jpg,tertiary,designated,,2,35 mph,yes,1
portland,w620762157_n4183873530.jpg,tertiary,,,2,,,0
portland,w105493444_n2169065736.jpg,secondary,,,4,30 mph,,0
portland,w171968086_n1490096499.jpg,tertiary,designated,,,25 mph,,1
portland,w125826634_n1396535843.jpg,tertiary,designated,lane,,35 mph,,1
portland,w112090592_n1275058605.jpg,tertiary,designated,lane,,20 mph,yes,1
portland,w585781439_n40579145.jpg,secondary,designated,lane,5,35 mph,,1
portland,w193405066_n40465937.jpg,tertiary,designated,,,35 mph,,1
portland,w123502676_n2017438137.jpg,tertiary,,,,25 mph,,0
portland,w6515422_n53201468.jpg,tertiary,,,2,30 mph,yes,0
portland,w62326642_n30232936.jpg,motorway,,,3,50 mph,yes,0
portland,w294921117_n2394144218.jpg,primary,,,,25 mph,,0
portland,w54507823_n5320856289.jpg,motorway,,,2,55 mph,yes,0
portland,w393924581_n3697606288.jpg,primary,designated,shared_lane,4,30 mph,,1
portland,w398067388_n176452053.jpg,tertiary,,,3,,no,0
portland,w418751939_n40527576.jpg,primary,designated,lane,6,45 mph,,1
portland,w503625281_n3425055487.jpg,tertiary,,,,,,0
portland,w531913818_n53183669.jpg,secondary,,,,,,0
portland,w585792835_n40495068.jpg,tertiary,,,2,25 mph,no,0
portland,w462700214_n53099744.jpg,tertiary,designated,lane,2,30 mph,yes,1
portland,w117316807_n1566395190.jpg,secondary,designated,lane,,35 mph,,1
portland,w134823515_n1383653099.jpg,primary,,lane,,40 mph,,1
portland,w6376142_n4025112688.jpg,secondary,designated,shared_lane,2,30 mph,,1
portland,w294294295_n5317313079.jpg,secondary,designated,,,,,1
portland,w203303315_n40510021.jpg,secondary,designated,lane,,35 mph,,1
portland,w164766571_n4576198986.jpg,primary,yes,,,35 mph,,1
portland,w428093888_n1819221393.jpg,primary,,,3,40 mph,yes,0
portland,w399134509_n5768924756.jpg,secondary,,,4,30 mph,,0
portland,w22760291_n674926921.jpg,tertiary,,,2,30 mph,,0
portland,w30291303_n2003856979.jpg,tertiary,,,,,yes,0
portland,w601354506_n40585961.jpg,tertiary,designated,,2,30 mph,,1
portland,w320660674_n686200811.jpg,primary,,,,35 mph,,0
portland,w30794638_n4261791475.jpg,secondary,designated,shared_lane,,30 mph,,1
portland,w604185672_n1895721009.jpg,tertiary,,,2,30 mph,,0
portland,w428250560_n4271699812.jpg,secondary,designated,shared_lane,2,,,1
portland,w532104805_n5164216708.jpg,tertiary,,,2,25 mph,no,0
portland,w398847747_n176542336.jpg,primary,,,5,40 mph,,0
portland,w428246780_n53165716.jpg,secondary,designated,shared_lane,5,30 mph,,1
portland,w401858823_n5168284412.jpg,tertiary,designated,,3,25 mph,no,1
